Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature10;Feature11;Pensioner
35;438;32;40;0;2;4;27;1;1;0;0
14;226;50;32;0;0;2;10;1;1;0;0
7;55;1;23;1;0;1;4;1;1;0;0
11;117;4;46;0;1;1;3;1;0;1;0
14;70;5;15;1;2;3;30;1;1;0;0
6;73;2;9;0;1;1;2;0;1;0;0
4;19;2;3;0;0;1;3;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0
3;17;17;2;1;0;2;1;1;1;0;0
2;36;5;0;0;0;4;2;1;1;0;0
1;8;0;0;0;0;1;0;0;1;0;0
23;209;2;18;1;2;1;11;1;0;0;0
1;31;0;6;0;0;4;1;0;1;0;0
6;115;1;13;0;1;29;4;1;1;0;0
0;0;0;0;4;9;176;0;2;0;1;0
0;1;0;0;1;1;21;0;2;0;1;0
8;46;3;20;0;3;1;6;1;0;1;0
7;57;9;15;0;0;2;9;0;1;0;0
6;127;7;19;1;1;1;8;1;1;0;0
14;33;603;12;1;0;4;2;2;0;0;0
62;162;79;69;0;2;1;19;1;1;0;1
2;4;2;7;0;3;3;1;0;1;0;0
180;1;0;2;1;1;1;1;0;1;0;0
5;91;98;11;1;1;9;2;1;1;0;0
1;14;4;2;0;1;1;2;0;1;0;0
4;1;0;3;0;0;1;2;0;1;0;0
0;2;0;2;0;0;1;0;2;0;1;0
4;18;5;12;0;0;1;2;1;1;0;0
0;0;0;0;9;9;250;2;3;0;1;0
5;1;0;19;0;14;1;1;1;0;0;0
0;1;0;1;0;0;0;0;4;0;1;0
63;251;38;62;1;2;1;15;1;1;0;0
3;49;828;8;0;0;2;0;1;1;0;0
4;21;1;2;0;0;4;24;1;1;0;0
9;202;9;42;1;4;1;28;2;1;0;0
1;1;0;3;0;0;0;0;1;0;1;0
36;197;102;44;1;1;4;9;1;1;0;0
114;1633;70;126;12;10;314;197;17;0;1;0
36;268;5;71;4;1;2;18;1;1;0;0
28;104;1;64;0;1;17;21;2;0;0;1
54;2212;3;127;3;2;5;45;1;1;0;0
7;2;0;10;0;0;1;4;0;1;0;0
12;237;6;39;0;1;1;3;1;0;0;1
6;78;0;5;0;0;1;3;1;1;0;0
8;92;7;9;1;0;16;8;3;1;0;0
10;32;25;21;0;0;2;2;1;1;0;1
0;7;3;0;0;0;1;0;1;1;0;0
26;434;15;48;1;2;5;57;1;1;0;0
5;6;0;2;0;0;1;3;1;1;0;0
13;1;0;32;0;3;5;3;1;0;1;0
56;346;27;175;1;10;7;16;1;0;1;0
4;9;11;3;0;1;2;1;1;1;0;0
14;58;2;39;0;13;2;6;1;0;1;0
6;15;0;4;0;1;1;5;1;1;0;0
0;0;0;0;8;0;12;0;0;0;0;0
0;3;0;1;0;0;1;1;1;1;0;0
5;36;0;9;0;0;2;3;0;1;0;0
24;272;310;44;0;1;8;8;2;1;0;0
3;369;6;28;0;0;1;5;0;1;0;0
3;176;57;8;0;2;17;6;3;1;0;0
4;10;1;1;0;0;0;0;0;1;0;0
7;128;1;7;0;1;6;7;1;1;0;0
4;88;0;27;3;11;3;19;1;0;1;0
30;109;3;23;0;1;1;10;2;1;0;0
1;43;1;5;0;0;1;2;0;1;0;0
21;647;58;58;5;0;6;36;2;0;0;0
7;141;0;5;0;0;3;3;1;1;0;0
15;76;32;29;0;2;3;22;1;1;0;0
5;31;0;9;1;2;1;5;4;0;1;0
67;983;9;150;5;7;14;39;1;0;1;0
6;30;2;6;0;0;1;3;1;1;0;0
7;333;2;9;0;1;1;24;1;1;0;0
12;5;1;24;0;5;2;14;1;0;1;0
1;0;0;0;0;0;5;0;1;0;1;0
2;10;5;1;0;0;2;3;1;1;0;0
9;310;2;12;1;3;10;10;1;0;1;0
23;135;32;38;1;0;2;11;1;1;0;0
10;376;0;23;0;10;7;23;33;1;0;0
4;1;0;5;1;0;1;1;0;1;0;0
17;1;0;31;1;2;3;9;3;1;0;0
16;133;16;26;0;0;1;5;1;1;0;1
1;17;4;1;0;0;2;0;1;0;1;0
8;756;3;19;5;1;34;3;1;0;1;0
10;42;2;4;0;0;3;6;4;1;0;0
17;96;1;22;0;2;2;27;6;1;0;0
14;84;2;28;2;0;1;31;2;1;0;1
11;159;49;23;0;0;2;47;1;0;0;0
1;730;0;4;1;1;1;111;2;1;0;0
1;21;3;1;0;0;2;2;1;1;0;0
0;0;0;2;0;0;3;0;0;0;1;0
6;85;0;8;0;0;1;6;1;1;0;0
10;2339;1;33;16;5;100;21;7;0;1;0
1;50;1;11;0;2;72;12;1;0;1;0
16;3;1;34;0;0;2;16;1;1;0;1
0;3;0;0;3;2;235;2;1;0;1;0
0;2;0;0;0;0;0;0;0;1;0;0
15;60;18;17;4;3;2;26;1;1;0;0
14;187;18;48;0;0;9;12;6;0;0;0
0;0;0;0;0;0;1;0;0;1;0;0
62;350;52;117;5;6;7;107;2;1;0;0
8;283;9;12;0;0;1;10;0;1;0;0
0;1;0;0;0;0;1;0;0;0;1;0
33;127;1;71;0;0;1;33;2;1;0;0
0;4;0;0;0;0;0;0;0;1;0;0
20;1025;1;41;0;1;3;4;1;0;1;0
4;1;0;16;1;2;1;17;1;1;0;0
14;229;0;41;0;1;6;21;1;1;0;0
3;1;8;10;0;1;2;2;1;1;0;1
2;54;592;2;0;0;1;0;1;1;0;0
5;447;194;7;1;0;2;6;1;1;0;0
49;572;34;97;1;3;3;11;1;1;0;0
6;60;0;3;0;0;2;2;0;1;0;0
6;40;1;12;0;0;3;2;1;1;0;0
12;632;24;35;3;0;2;49;2;1;0;0
25;1065;4;88;3;1;4;24;2;1;0;0
0;1;0;1;0;1;1;1;0;0;1;0
1;0;0;0;0;0;0;0;0;1;0;1
9;24;0;10;0;0;1;3;1;1;0;0
35;135;14;32;1;3;23;92;1;1;0;0
43;240;8;84;4;8;7;36;2;0;1;0
5;35;0;8;0;0;6;2;0;1;0;0
2;0;0;0;7;14;108;0;1;0;1;0
4;90;0;18;1;4;11;5;1;0;0;0
4;21;0;6;0;0;1;1;2;0;1;0
18;899;43;18;0;0;1;7;1;1;0;0
2;9;2;3;0;0;5;1;0;1;0;0
0;0;0;0;0;0;1;0;0;0;1;0
10;532;78;47;0;3;1;24;2;1;0;0
5;89;1;15;1;2;1;11;1;1;0;0
0;4;0;0;0;0;0;1;0;1;0;0
0;49;6;3;1;1;1;11;1;1;0;0
4;91;8;15;0;1;1;3;1;1;0;0
4;64;2;27;1;6;2;13;3;0;1;0
5;142;0;9;1;0;1;11;0;0;0;0
4;45;44;6;1;0;5;15;1;1;0;0
18;1;6;12;1;0;1;8;1;1;0;0
9;334;71;19;0;0;6;13;1;1;0;0
16;174;25;32;2;7;15;29;1;1;0;0
2;16;15;4;1;0;1;14;2;1;0;0
3;35;1;5;0;0;2;0;0;1;0;1
23;265;12;102;0;1;2;3;1;1;0;1
0;2;0;0;0;0;1;3;1;1;0;0
2;13;10;6;0;1;6;5;1;1;0;0
35;377;1;70;0;0;2;9;1;1;0;0
1;59;0;1;0;0;0;1;0;1;0;0
5;1;0;6;2;5;3;6;1;0;1;0
0;26;0;5;0;0;0;0;1;0;1;0
13;1;0;19;0;1;1;12;2;1;0;0
3;48;19;6;0;1;1;2;0;1;0;0
14;179;2;38;1;0;3;18;1;0;1;0
4;21;9;28;0;0;1;2;0;1;0;0
35;818;13;89;1;4;3;48;7;1;0;0
20;125;7;33;0;3;3;77;2;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
1;2;1;2;0;0;1;0;0;1;0;0
0;0;0;0;1;0;0;0;0;1;0;0
4;26;3;6;0;0;5;2;1;1;0;0
10;234;11;16;0;1;1;9;1;1;0;0
30;254;267;65;0;2;8;26;1;1;0;0
14;37;19;14;0;1;7;5;1;1;0;0
7;157;29;46;0;1;6;9;1;1;0;0
11;91;1;32;1;0;6;8;1;1;0;0
10;182;14;16;1;0;14;64;2;1;0;0
1;6;5;3;0;0;1;1;1;1;0;0
